AcX,AcY,AcZ,GyX,GyY,GyZ,Tmp
-3954,1214,18248,-2224,-630,-539,-4064
-830,3936,7010,2213,626,2,-4064
-904,-6744,14688,-1699,-931,-260,-4064
-918,8668,13946,-131,565,184,-4064
1822,-74,-4764,1828,474,-154,-4064
1672,-1250,5856,-3001,-559,-198,-4064
-80,-304,6380,1139,692,6,-4048
-1198,-6606,6794,-2141,-956,-597,-4048
3738,5584,392,3081,700,25,-4080
-1506,-1610,7328,-2619,-484,-439,-4080
-2528,796,4238,1651,-133,-226,-4048
4544,-928,1600,-1125,303,215,-4048
-3712,-802,15360,-2531,354,-130,-4048
518,-7094,-942,2363,415,-149,-4032
2994,7348,11156,-3822,207,-57,-4064
-1884,6088,5738,2781,972,-292,-4064
692,-8164,4108,-2471,-1079,-425,-4064
-1552,4764,11028,-39,-182,-125,-4064
5504,-6390,-4314,1942,787,92,-4064
-3388,-2702,16306,-2431,-907,-200,-4080
-732,7672,12546,1778,547,-31,-4080
2052,-4642,518,-848,285,3,-4080
-4118,1120,17284,-746,-595,-300,-4016
1092,-12650,9080,986,-744,-357,-4080
-364,9512,11436,767,549,-11,-4048
-1560,-1610,4676,-574,-223,-456,-4064
-1254,3680,12010,-115,-569,-106,-4080
3176,1594,6690,724,1075,448,-4032
-4706,-14272,14796,-1092,-1028,-448,-4064
3094,9374,17058,519,645,222,-4096
-1086,-5494,5124,1203,605,-260,-4032
-3404,7014,14938,-2298,-773,-531,-4064
554,-1302,1378,2020,478,-55,-4080
1646,-8204,7492,-2041,-1132,-336,-4016
-1946,6288,16606,868,991,262,-4048
1456,3474,-1852,1754,456,-172,-4048
506,3718,14866,-3042,-505,-135,-4064
-1506,1506,10118,879,500,-52,-4032
-70,-9290,5982,-1626,-901,-560,-4032
2334,7600,2972,2561,659,18,-4064
-610,4246,10728,-2045,-336,-382,-4064
-2626,738,6708,1318,-323,-244,-4032
4350,-812,3852,-1052,445,258,-4032
-4620,-5566,15906,-2258,426,-122,-4048
2034,-2196,-3388,1951,469,-173,-4048
2750,5504,7068,-3660,279,-140,-4048
-1682,8648,5824,2380,891,-327,-4048
1258,-7384,1358,-2174,-958,-394,-4048
-1996,4138,14174,-274,-303,-140,-4048
5338,-4388,-4478,2124,936,149,-4080
-3300,-4692,13538,-2317,-833,-176,-4048
1218,4004,-784,1766,562,-46,-4032
2384,-4042,742,-1094,184,-21,-4064
-4138,312,17306,-546,-519,-283,-4064
1348,-11450,9830,544,-816,-396,-4064
2506,8594,2766,1510,707,28,-4064
-2078,-3094,4192,-740,-333,-455,-4032
-588,4354,12960,189,-545,-94,-4064
2604,2554,6786,935,1106,431,-4064
-5024,-8042,17572,-1529,-1169,-464,-4064
4504,7268,5828,2215,949,201,-4032
890,-8628,2204,-1465,411,-265,-4048
-3782,4956,17148,-855,-81,-471,-4048
1618,-6950,-204,1308,218,-90,-4016
-2432,-4104,18774,-2376,-1354,-353,-4048
936,7714,8540,2763,1484,387,-4080
-3396,-6066,11196,-768,-743,-277,-4064
-952,7344,17254,-1196,-373,-119,-4048
1240,-2562,3208,1275,888,78,-4048
-2156,-3306,9108,-2109,-977,-542,-4032
1740,-11018,8962,2646,-100,-130,-4064
-932,8932,13830,-1325,34,-216,-4064
-2538,-1072,1756,1222,77,-403,-4064
3620,2416,3434,-1543,-338,72,-4064
2000,3516,7360,-108,1239,273,-4064
-2630,-12772,8984,1441,-618,-347,-4048
2798,9558,16936,-1153,458,149,-4064
-1656,-948,5016,2519,788,-278,-4064
-3722,3600,17350,-3013,-1096,-514,-4064
-496,2366,4884,1797,558,-12,-4032
4164,-8006,80,-841,-392,-149,-4032
-3020,2498,17874,-1164,183,21,-4032
886,-2350,-3960,2171,630,-137,-4032
1560,540,8776,-2924,-444,-114,-4064
-2756,1446,14092,78,-198,-242,-4048
62,-12090,8526,-313,-861,-520,-4048
1142,9902,6690,2239,857,55,-4016
-1168,356,9210,-1782,-431,-454,-4064
-2588,3658,11012,779,-474,-171,-4048
4524,-2254,3440,606,897,380,-4048
-5684,-12968,19496,-2437,-925,-430,-4080
4992,2372,-6052,2983,1028,115,-4032
1774,-2008,3498,-2893,277,-229,-4064
-2974,10672,11730,474,370,-429,-4032
1640,-5054,-1112,202,-154,-177,-4064
-2630,2200,19782,-2039,-1171,-338,-4032
4126,1360,-1204,3243,1531,381,-4064
-2470,-7048,5944,-1356,-909,-271,-4032
-230,6266,17890,-139,-108,-57,-4064
2334,-4966,80,883,807,41,-4064
-3690,-664,14966,-1580,-806,-466,-4048
2660,-8448,6560,2077,-434,-226,-4048
-1266,6878,15228,-639,284,-102,-4048
-2416,-3024,-516,935,39,-435,-4048
1622,4520,9218,-1583,-609,-30,-4016
674,7916,8424,825,1412,384,-4048
-5480,-15552,17868,291,-1250,-452,-4032
2868,8958,17894,-11,553,287,-4080
-318,-8766,4486,1704,728,-276,-4064
-3422,-1468,17204,-2741,-866,-562,-4064
1144,-2758,-728,2362,642,27,-4064
400,-8062,11222,-1610,-823,-225,-4048
-1356,8816,15702,-341,587,165,-4048
1712,1108,-4394,1957,429,-164,-4048
200,5392,17254,-2925,-588,-181,-4064
-692,-48,7924,1197,662,-18,-4032
-900,-8036,7164,-2249,-990,-603,-4064
3410,7394,930,3224,799,70,-4064
-964,5258,13052,-2723,-493,-462,-4064
-2626,1924,5846,1595,-140,-243,-4064
4786,-1264,794,-1271,302,223,-4064
-3992,-2920,15336,-2559,339,-141,-4064
1658,-4944,-2528,2387,572,-110,-4064
2668,6182,9520,-3820,159,-110,-4064
-1998,7192,6404,2813,983,-286,-4048
698,-8234,3246,-2455,-1019,-413,-4048
-1766,4594,12466,-74,-212,-166,-4080
5748,-5086,-5024,1942,874,156,-4048
-3660,-4282,14646,-2482,-935,-204,-4048
-608,7680,14604,1847,612,-42,-4080
2250,-3674,1448,-1123,199,-42,-4048
-4196,932,17618,-596,-509,-315,-4048
1200,-12620,9528,693,-799,-387,-4048
2676,9048,2320,1614,796,30,-4064
-1938,-3510,4038,-750,-358,-480,-4064
-954,4950,13712,48,-645,-109,-4064
2978,2560,5808,1233,1153,466,-4064
-5106,-7196,18342,-1974,-1259,-489,-4064
4870,7428,4374,2597,1067,214,-4064
1022,-9044,1288,-1310,490,-268,-4032
-4056,6174,17462,-1158,-138,-473,-4032
1558,-7712,-164,1221,167,-93,-4048
-2342,-3674,19430,-2527,-1386,-403,-4048
844,7918,7950,2875,1488,353,-4048
604,-4486,-3296,-505,-641,-266,-4080
-974,7398,17434,-1074,-315,-106,-4048
1284,-2658,3162,1365,927,53,-4048
-2422,-3294,9574,-2194,-974,-573,-4080
4072,846,1100,2958,-17,-77,-4048
-1054,8984,14826,-1857,-162,-277,-4048
-2322,-436,1196,1573,125,-330,-4048
3986,2064,1928,-1779,-316,38,-4048
-1756,6318,10992,-560,1160,220,-4080
-2708,-13562,8500,1739,-554,-355,-4080
2664,9446,18128,-1948,298,115,-4048
-1710,-524,5870,3063,892,-257,-4048
-3864,2990,17720,-3095,-1171,-542,-4032
-588,2704,5404,1805,536,-32,-4064
4218,-8352,-354,-800,-481,-192,-4032
-2868,2552,17856,-1272,162,34,-4064
1056,-2318,-4528,2245,699,-119,-4064
1464,670,9070,-3081,-402,-129,-4032
-2920,1620,14128,715,304,-90,-4064
306,-12260,7946,-1378,-960,-552,-4064
3696,3394,1410,2641,824,69,-4032
-1046,176,8540,-1896,-460,-450,-4064
-2496,2354,11412,1291,-371,-204,-4048
4198,-1122,4946,-553,614,334,-4048
-2190,2908,10850,-2539,7,-224,-4048
4310,2260,-3988,2378,670,-35,-4048
1760,-976,3854,-3408,305,-123,-4048
-2450,9752,10114,1703,705,-369,-4048
-494,-6766,8588,-1481,-698,-342,-4048
-2462,2026,18406,-900,-616,-243,-4048
4230,882,-1722,2580,1193,195,-4048
-3042,930,17266,-2204,-890,-219,-4032
-556,5870,18070,-204,-75,-74,-4064
2312,-4998,-280,958,771,35,-4064
-3842,-792,15616,-1861,-953,-503,-4096
2542,-7490,7210,2300,-277,-182,-4064
-718,6856,12964,-693,166,-139,-4032
-2408,-2126,1864,461,-55,-432,-4048
1616,4750,8356,-964,-406,-22,-4048
1118,6232,7412,478,1268,354,-4048
-956,-8904,3446,505,-1124,-439,-4048
3110,8670,13368,-1897,343,98,-4048
-2050,3412,5578,3012,849,-276,-4064
-3588,-14,17650,-3059,-1229,-529,-4032
-942,3912,8388,1452,505,-17,-4048
5046,-7044,-3188,-265,-140,-122,-4016
-3188,-424,16780,-2514,-746,-174,-4048
-412,7176,9154,2021,615,-38,-4048
1802,-1162,5458,-1837,-27,-60,-4064
-3570,972,15942,-319,-453,-261,-4048
674,-12576,9728,-53,-883,-438,-4032
294,9880,9158,2022,832,51,-4032
-1466,-826,7198,-1247,-396,-461,-4064
-2132,3388,12162,539,-583,-107,-4032
3908,38,5014,514,985,360,-4064
-5216,-13946,16414,-1995,-817,-435,-4032
3394,9106,15180,1371,761,238,-4064
-406,-7682,4230,-257,501,-275,-4080
-3090,8954,13032,-1466,-394,-496,-4048
1236,-3074,-100,1719,344,-76,-4048
174,-7652,11382,-2286,-1229,-342,-4080
-1494,8254,15002,1741,1274,316,-4048
-1628,-6932,2630,539,-200,-234,-4048
74,5428,17026,-2203,-527,-149,-4048
-622,214,7786,1560,816,62,-4048
-3278,-1540,14068,-2332,-1016,-542,-4032
2892,-5602,6104,3004,176,-24,-4064
-860,5250,12834,-1596,-138,-286,-4064
-2880,80,6152,1171,-43,-333,-4032
2124,4656,6630,-1415,-77,115,-4032
670,6562,7490,-951,1088,179,-4064
428,-6046,706,1523,-519,-345,-4064
2916,7674,10414,-1977,373,93,-4064
-880,-7714,5202,2812,811,-287,-4032
-3208,-1650,16872,-2926,-1148,-550,-4048
-1300,4228,10686,1578,519,-41,-4080
5412,-5528,-4522,-539,-198,-137,-4048
-1620,7644,15760,-1477,21,19,-4048
1700,2052,-2944,2177,694,-110,-4048
2098,-2598,2748,-2711,-386,-102,-4048
-3736,668,16672,202,-56,-172,-4064
-474,-7968,6734,-1136,-840,-525,-4080
3138,7262,868,2590,878,68,-4080
-1824,-2336,5660,-2207,-445,-456,-4048
-1476,4450,13046,1295,-366,-179,-4016
4804,-1438,1508,-239,656,321,-4048
-4334,-4060,16232,-2846,-434,-356,-4080
5170,6092,574,2751,1001,36,-4048
2668,5266,8708,-3659,228,-207,-4064
-2010,8366,6904,1532,705,-356,-4064
1108,-7884,1892,-967,-518,-292,-4064
-2766,-1866,20238,-1428,-850,-292,-4032
5700,-4796,-4978,3099,1378,287,-4032
-3578,-4598,14170,-2048,-1030,-292,-4032
-904,7274,15604,842,164,-51,-4064
1562,-3734,2250,230,594,60,-4032
-4222,678,17146,-1282,-785,-415,-4064
1470,-12414,9534,1775,-546,-276,-4064
-870,9726,13382,344,477,-37,-4080
-2494,-1374,770,276,-106,-413,-4080
-714,4400,13074,-687,-604,-53,-4048
2602,2580,7360,973,1228,411,-4080
-3684,-14288,11718,-91,-1239,-454,-4048
4578,6496,5928,1607,807,231,-4032
804,-8252,2654,845,611,-299,-4048
-3856,4898,17000,-2834,-1001,-559,-4096
-358,1404,3720,1969,542,-38,-4064
3514,-8460,2272,-1225,-680,-226,-4032
-2572,4282,17868,-684,386,130,-4032
640,-3634,-2958,2034,518,-131,-4032
1186,1680,11040,-3000,-491,-153,-4032
-2428,1404,12864,837,444,-46,-4032
74,-11462,7756,-1935,-915,-607,-4016
3894,1544,1356,2942,758,76,-4048
-2190,-3502,2948,-1762,-413,-492,-4048
-2492,3144,9408,1019,-461,-145,-4080
4746,-2506,2902,206,832,395,-4048
-5678,-11496,19190,-2566,-726,-395,-4048
3920,7886,10606,2779,1044,130,-4048
1968,82,3932,-2910,327,-255,-4080
-2502,10822,9844,353,376,-424,-4048
1556,-5964,-916,185,-178,-196,-4080
-1342,-5826,16560,-1966,-1199,-334,-4048
-214,8784,11706,2053,1298,350,-4080
-2764,-6664,8066,-88,-432,-257,-4064
-450,6430,18010,-1964,-475,-110,-4048
482,-1160,5040,1274,896,69,-4064
-1624,-5208,7390,-2285,-956,-606,-4064
2360,-9026,7308,3050,181,-65,-4064
-884,7884,14596,-2317,-248,-288,-4064
-2392,554,2538,1868,134,-303,-4064
4542,-974,1316,-2080,-282,67,-4032
944,7626,7786,-943,1119,172,-4064
-196,-9548,780,1966,-183,-303,-4064
2566,8414,14626,-2905,184,41,-4064
-1946,4682,6068,3367,1013,-210,-4064
-3420,-616,17358,-3281,-1239,-534,-4032
-1508,4514,9676,1220,293,-61,-4064
5658,-7590,-3950,-149,-150,-110,-4048
-3532,-1010,17308,-1762,-129,0,-4080
1458,312,-4606,2350,703,-107,-4048
2072,-1724,4938,-2755,-281,-130,-4048
-3740,1202,16382,529,116,-189,-4080
784,-13154,9322,-983,-956,-522,-4048
3612,7160,956,2549,940,55,-4080
-1528,-2618,6054,-1735,-493,-447,-4048
-2134,4002,13962,879,-555,-163,-4048
4748,-874,768,-20,837,351,-4064
-3838,-1862,14620,-2703,-625,-366,-4048
5140,5678,-1198,2594,976,83,-4032
1228,-5582,1768,-3266,301,-189,-4064
-2052,6586,6396,898,521,-366,-4064
900,-7960,3658,-512,-397,-227,-4032
-2752,-936,20254,-2035,-1264,-373,-4096
2700,4824,3010,3024,1541,361,-4032
-1112,-6170,1156,-615,-671,-270,-4048
-824,7804,13162,-553,-170,-70,-4032
1972,-4528,600,1197,847,102,-4064
-3110,-2160,12676,-2092,-996,-509,-4064
3422,-3244,4412,2632,-171,-156,-4064
-296,9670,11694,-1161,83,-177,-4064
-2604,-1962,1442,1111,43,-404,-4064
2774,3536,6088,-1578,-428,18,-4064
-252,7596,8850,224,1331,330,-4032
-4530,-15408,14546,989,-936,-432,-4064
2726,10434,18850,-317,579,191,-4080
-1146,-5944,4366,2100,682,-281,-4080
-2292,-3994,14564,-3004,-1049,-573,-4080
860,-456,724,2228,684,50,-4016
