AcX,AcY,AcZ,GyX,GyY,GyZ,Tmp
940,190,5826,79,-114,-94,-2464
1330,-436,6332,-264,477,-217,-2448
-3574,792,12190,657,-695,-63,-2448
2584,-3302,7562,-710,767,-398,-2464
144,3154,3398,-248,169,-171,-2432
-1110,-4014,12820,840,-464,-3,-2448
-1036,2412,6992,-220,-116,-51,-2480
5270,-2796,-824,-2145,1493,-512,-2480
-2302,3784,2574,2150,-1080,22,-2432
-1834,-1398,15192,645,-856,-57,-2464
5264,2298,1648,-1604,1648,-459,-2432
-2348,292,5332,88,-202,59,-2432
648,-1792,12888,789,-566,41,-2448
-280,-526,10186,-305,262,-188,-2448
1246,736,3596,-859,765,-276,-2464
248,-308,5984,379,-270,-22,-2432
2248,-450,7620,-129,299,-188,-2448
-3340,-642,12002,440,-214,-17,-2480
3762,-1078,3488,-1320,704,-352,-2480
-346,-2714,12744,1298,-274,-184,-2432
-1116,-2902,10658,-605,163,-146,-2432
500,2460,3264,-146,109,-1,-2448
1334,3670,10278,-475,96,-358,-2448
-2010,-10442,19788,1809,-224,-170,-2464
-1774,2220,5678,-1815,212,-34,-2496
7748,4330,-4576,-796,1036,-311,-2464
-3780,-906,9748,887,-350,-61,-2480
-732,-1522,11688,513,-682,70,-2432
1646,1094,4066,-1172,761,-194,-2464
2256,1846,1658,-123,271,-245,-2448
-1756,-2192,13010,579,-289,-54,-2448
2056,-114,7416,-218,224,-172,-2464
-1534,-624,9212,264,-51,-60,-2464
3382,980,2768,-922,390,-319,-2448
-588,374,8880,1065,-128,-196,-2448
-368,88,6854,-817,212,-147,-2464
992,1368,4552,184,-24,35,-2432
5194,3350,1876,-682,139,-332,-2432
116,-10972,15552,1877,-221,-178,-2448
-894,4392,-678,-1987,369,-36,-2416
7914,4248,-3742,392,113,-165,-2464
-4066,-2050,14694,838,1,-203,-2464
-1466,-738,7946,-189,-365,112,-2464
3404,3730,-48,-1176,733,-179,-2400
1962,662,5580,631,-64,-217,-2464
-1064,-1444,10028,55,104,-96,-2448
1940,718,6004,-198,183,-141,-2480
110,-1106,7118,-293,486,-131,-2448
1256,2932,5042,122,-452,-93,-2448
1984,-4482,10000,225,424,-336,-2464
396,2818,3316,-1041,429,-179,-2432
376,-190,8732,1291,-643,41,-2480
-1982,2754,9566,86,-452,-158,-2480
3734,-5570,3280,-1338,1386,-473,-2448
-1468,4800,-592,323,-499,34,-2432
-790,-1742,17764,1488,-1106,-81,-2448
3390,-206,6922,-1193,1462,-424,-2416
-2232,-88,5436,-271,-257,121,-2448
4058,3456,2280,210,-131,-39,-2448
-854,-1478,13544,478,-90,-178,-2464
544,108,4826,-1032,773,-239,-2432
1060,544,5092,335,-204,-20,-2416
2004,-592,8124,-196,404,-205,-2480
-3542,548,11838,564,-535,-24,-2432
2986,-2698,6452,-1070,745,-375,-2432
-380,-442,9738,576,-97,-169,-2448
-1308,-3802,12580,336,-288,-72,-2416
-494,1946,5762,-442,167,-16,-2448
6036,-818,-2708,-1595,909,-411,-2432
-3392,-8028,20560,2781,-1136,0,-2432
-2216,-618,12680,-932,-294,-65,-2448
6656,2942,-2076,-1569,1546,-413,-2448
-4250,-2480,16056,1040,-456,-49,-2464
-28,-2528,14356,778,-761,112,-2432
118,334,6886,-1358,872,-200,-2464
1562,360,6894,-70,308,-243,-2448
-1886,-2662,13548,651,-319,-13,-2448
2220,-386,7730,-323,245,-204,-2464
-2504,-136,10318,-107,237,-105,-2432
726,2710,6008,-507,32,-251,-2464
504,-3640,12258,947,83,-237,-2448
-854,-1430,9096,-1033,373,-172,-2480
290,-256,8882,675,-239,60,-2464
-236,3588,11626,200,-506,-219,-2464
-434,-10290,16694,-339,950,-365,-2416
-1794,4406,492,-978,-23,5,-2448
3936,596,10960,1168,-542,-166,-2448
-1180,-2790,15020,-60,675,-327,-2448
-1704,-1918,11438,-97,-394,142,-2448
3872,2626,3732,-760,626,-130,-2448
820,-1180,11856,770,-195,-218,-2432
-1662,-2220,12126,-360,366,-179,-2432
546,-162,5590,-84,-33,-69,-2448
1728,-624,6268,-338,518,-214,-2448
-1732,3138,9332,646,-742,-72,-2464
814,-5598,13504,-273,655,-397,-2464
-76,3558,3216,-786,420,-178,-2464
-258,-2190,12618,1210,-667,13,-2448
-2624,1894,13810,-21,-285,-62,-2448
6506,600,-3460,-2348,1619,-526,-2432
-3668,756,9318,2000,-1095,24,-2432
68,-2010,19158,972,-1060,-65,-2464
7340,4138,-3762,-1840,1818,-430,-2416
-3228,-250,7800,311,-361,49,-2448
2436,-514,9696,873,-607,40,-2432
990,1112,4870,-688,473,-158,-2480
2602,2014,1266,-914,796,-321,-2448
-1248,-1376,9144,685,-482,-33,-2448
2004,-738,7880,-249,354,-211,-2448
-1894,-52,9316,305,-208,-67,-2432
3286,-358,3164,-1069,612,-329,-2464
-550,1640,6784,962,-184,-164,-2416
-674,-982,8892,-249,28,-160,-2448
948,1648,3386,-323,196,-6,-2464
5602,2696,326,-669,233,-354,-2464
-382,-10304,16814,1941,-409,-124,-2448
-1396,3892,1768,-1587,111,-32,-2448
7518,3228,-2978,-313,680,-282,-2448
-3552,-1018,11656,649,-8,-168,-2432
-1656,-1620,10624,366,-590,130,-2464
2606,2560,1944,-1185,775,-183,-2448
2692,1344,3208,321,4,-241,-2448
-1812,-1762,11358,591,-277,-35,-2432
2110,-638,7834,-143,164,-176,-2432
-66,-702,7314,-112,296,-111,-2464
2398,2616,3098,-752,225,-268,-2432
-538,-2262,12058,1305,-199,-203,-2464
580,2266,3976,-1260,463,-197,-2448
798,1594,5766,329,-121,-16,-2448
1516,2390,10552,461,-557,-252,-2416
-1852,-9036,19056,30,739,-302,-2464
-1180,5426,-708,-1063,-54,-11,-2464
5444,782,6122,964,-306,-200,-2416
-2410,-2122,14148,-163,678,-286,-2448
-2270,-860,7774,191,-527,152,-2448
3772,3132,2440,-859,623,-126,-2432
1366,398,8072,762,-271,-196,-2464
328,-1050,7198,-340,389,-196,-2448
768,406,5522,-154,44,-100,-2448
1270,-450,6086,-247,470,-202,-2496
304,3490,6584,477,-647,-90,-2464
1950,-4640,9282,-2,489,-348,-2432
766,3486,2134,-829,388,-206,-2416
578,-274,9264,1222,-641,1,-2480
-1296,614,8596,17,-272,-63,-2432
5554,-1426,-3080,-2522,1743,-507,-2464
-2282,4132,2818,1881,-1088,26,-2432
-1710,-1540,14352,758,-891,-59,-2448
5398,2980,-138,-1770,1724,-416,-2448
-2300,384,5910,406,-413,67,-2464
3242,790,6864,261,-102,-31,-2432
-50,-1080,13270,352,-157,-168,-2448
2494,1320,2020,-995,865,-301,-2448
