AcX,AcY,AcZ,GyX,GyY,GyZ,Tmp
74,534,6436,-957,400,-154,-2368
-758,1892,6594,-38,-278,-46,-2320
5274,-1896,-866,-1901,1527,-523,-2304
-2570,2684,4638,994,-673,24,-2336
1798,-420,15488,1331,-1055,-45,-2336
5644,2130,606,-1333,1499,-367,-2320
-2204,814,5334,-268,-163,23,-2320
3310,608,6744,792,-477,-2,-2336
-732,-1598,14394,24,104,-183,-2304
2380,1906,1350,-1097,862,-284,-2336
-330,-636,6950,449,-224,-73,-2320
1622,-394,7464,-136,288,-220,-2352
-2168,-496,10514,419,-271,-51,-2336
1960,-4100,9326,-942,849,-421,-2320
-914,1214,7680,123,-9,-165,-2352
-868,-3858,13932,932,-499,-15,-2320
-1698,1560,8682,-515,65,-79,-2352
4492,-3046,-82,-1822,1239,-459,-2368
-4058,-4458,16960,2223,-1080,35,-2336
-626,-1090,14900,178,-669,-103,-2368
3808,1004,4886,-1291,1497,-442,-2352
-3860,-1016,11196,194,-254,28,-2320
1888,-590,10644,771,-604,42,-2336
-1570,-1438,13054,-410,345,-197,-2304
1980,2232,2334,-879,649,-238,-2320
-988,-1528,10696,655,-285,-54,-2320
1518,-1256,9098,-73,193,-170,-2320
-2904,102,11674,67,26,-87,-2336
2804,2316,3246,-969,416,-287,-2336
-564,-1888,11670,1199,-173,-177,-2352
-1052,-3226,11398,-806,215,-169,-2352
76,2238,4058,-462,260,-46,-2320
5778,-72,-2152,-1616,986,-411,-2368
-2696,-8560,20060,2625,-1079,-19,-2352
-2090,830,9880,-626,-433,-92,-2320
6794,2512,-2340,-1389,1444,-392,-2336
-2866,904,5990,739,-414,-36,-2336
-254,-2378,13894,894,-748,73,-2336
638,280,5558,-1346,872,-185,-2320
2580,2298,802,-219,357,-223,-2352
-1558,-2592,13634,610,-207,-66,-2336
1788,-482,7724,-260,218,-204,-2336
-1790,-328,9444,-77,201,-94,-2304
-92,3120,7520,-402,-23,-245,-2320
532,-4982,12896,987,46,-282,-2320
-354,-92,6818,-1161,418,-153,-2304
22,-890,11172,908,-372,65,-2352
-662,2372,12366,99,-422,-244,-2352
164,-9086,13738,26,701,-313,-2352
-1262,4126,1972,-986,-39,-25,-2320
3928,342,11488,591,-70,-218,-2320
-950,-2046,13864,266,348,-260,-2320
-1864,-1996,12142,251,-560,149,-2320
2838,1890,2314,-1464,970,-203,-2336
1936,1882,2994,240,77,-225,-2336
-1092,-2472,11986,396,-130,-105,-2352
1666,364,6360,-328,246,-179,-2320
-324,-644,7198,-52,232,-128,-2304
2556,2480,3522,-626,117,-251,-2336
-558,-2252,12080,1217,-61,-200,-2336
406,2024,3874,-1145,434,-152,-2352
952,1320,5586,333,-79,35,-2352
2308,3226,9076,339,-552,-216,-2368
-2646,-9480,20596,394,532,-305,-2336
-754,5842,-2652,-1303,73,7,-2288
6096,1850,4490,1109,-374,-203,-2320
-3598,-2970,16746,238,416,-268,-2320
-1738,74,5888,-217,-345,112,-2304
4148,3264,1450,-857,671,-153,-2336
972,40,8724,898,-377,-191,-2352
500,-786,6690,-401,394,-190,-2352
1186,564,5284,-211,63,-91,-2352
900,-716,6210,-240,451,-184,-2336
-3228,1008,11858,583,-648,-81,-2320
2410,-3020,8142,-414,678,-346,-2320
112,2392,3866,-455,221,-148,-2320
204,-878,10486,960,-527,-18,-2336
-1198,2550,7454,-226,-220,-99,-2336
4052,-3886,1548,-1619,1389,-505,-2336
-1930,3514,2302,970,-716,26,-2336
3734,940,11030,1154,-975,-95,-2336
3716,708,5368,-913,1311,-345,-2304
-2040,176,5436,-306,-125,34,-2320
3986,2754,3316,515,-304,-33,-2352
-1064,-1084,11920,84,4,-150,-2336
1608,964,2834,-1112,868,-263,-2304
612,-172,5348,481,-288,-57,-2352
-234,-852,7348,-204,425,-145,-2320
2178,2590,4042,-570,94,-224,-2336
-372,-2722,12410,1098,-7,-230,-2336
490,2068,3650,-1184,468,-187,-2352
794,1250,6272,404,-189,24,-2320
1870,2592,10196,383,-468,-277,-2320
