AcX,AcY,AcZ,GyX,GyY,GyZ,Tmp
6174,-2578,11740,875,1326,-493,-2592
-3508,-8586,12572,-1788,-1765,245,-2608
2350,25046,-9492,-1195,286,-340,-2608
3020,-31522,28398,4558,2894,-388,-2576
-926,19218,-1402,-4228,-3165,430,-2608
-1964,4304,990,1887,157,-169,-2608
-538,-8042,11024,-1439,-835,-71,-2576
1998,4228,6832,252,483,-345,-2624
4972,-15344,17084,1335,1454,-464,-2592
-2040,10998,7114,-1292,-414,71,-2560
2524,-4616,10470,365,61,24,-2592
2044,4344,3974,-836,-6,-363,-2592
-2538,2664,6548,255,3,-183,-2592
3160,4316,8978,670,1695,-578,-2624
1412,-18990,16582,-156,-1115,144,-2592
2448,23718,-5336,-2691,-570,-160,-2608
3938,-19640,16866,5564,3167,-430,-2608
3908,-3374,13094,-3552,-2032,268,-2576
-1252,13948,3530,154,-254,-176,-2608
1548,-12810,14450,697,236,-240,-2576
-662,8372,2680,-2284,-1101,-145,-2640
4518,-10016,13482,1852,1497,-404,-2592
-2188,5958,9930,-1396,-647,239,-2544
4008,-1894,8540,768,620,-202,-2592
1172,-7988,10892,-22,435,-432,-2592
-2820,4246,4584,-338,-660,-181,-2592
-1732,11886,2806,-1202,215,-269,-2624
3244,-17090,15266,2667,735,-122,-2592
512,-14900,11086,-4169,-2227,51,-2592
-2058,1000,3542,2403,461,75,-2624
6546,-17738,19216,-5,744,-195,-2592
160,12174,5826,-693,-362,-112,-2592
3156,-10070,13512,981,418,-219,-2592
-1490,13870,1028,-2103,-1092,-217,-2592
448,-1210,8264,1046,725,-290,-2608
-2606,188,9448,-1211,-700,213,-2576
4948,1478,5378,699,867,-326,-2576
146,-6436,11416,410,782,-370,-2608
-1258,3034,5278,-204,-429,-200,-2608
-5954,12942,504,-1965,-769,-126,-2576
3000,-2908,8350,2521,1095,-234,-2576
1390,-28036,22904,-2736,-1655,-157,-2608
-8822,19378,-242,-244,-1100,145,-2576
3522,-19122,19038,1284,1099,-293,-2576
964,5460,6014,-950,-432,-141,-2592
3690,-4232,10468,1476,870,-339,-2576
-822,7020,3142,-1790,-1014,-227,-2608
-2558,4606,5542,713,473,-200,-2608
-1736,-4594,8990,-1035,-740,202,-2608
3082,4746,2990,315,735,-335,-2576
1216,-8026,11308,736,906,-324,-2608
1878,-630,8066,-32,-122,-279,-2608
-8168,9694,2548,-2226,-1191,20,-2576
3856,11794,1588,2387,1308,-342,-2608
702,-11730,8720,-1655,-1172,-303,-2640
-9980,29328,-4574,-1539,-1965,279,-2608
-354,-15616,13904,1574,1004,-290,-2576
-526,2486,5400,-1066,-473,-142,-2576
3320,-11574,14362,1735,1142,-370,-2608
1142,-3054,8742,-1451,-723,-315,-2608
-4320,9986,3926,365,112,-96,-2576
456,-6654,9882,-628,-556,191,-2576
4070,1800,4982,-177,502,-327,-2608
-138,-5522,10804,847,863,-245,-2576
5166,-3836,10902,349,395,-360,-2608
-7062,2112,7602,-2446,-1621,58,-2576
3822,-8128,10312,2117,1312,-403,-2576
1020,-25952,20620,-791,-538,-289,-2576
-6046,30824,-8386,-2535,-2541,474,-2576
5256,-18690,19136,1867,1159,-338,-2560
630,6954,6486,-1174,-544,-100,-2576
3988,-6136,11276,1667,1171,-406,-2576
3014,-11482,14184,-968,-327,-307,-2608
-3070,3930,5978,201,-32,-51,-2624
-1056,-4538,9184,-456,-511,150,-2608
3098,3050,3986,-279,447,-371,-2608
-996,-1708,9238,840,797,-271,-2608
1828,-1328,7616,497,509,-385,-2560
-8574,11764,1228,-2634,-1747,133,-2592
3928,8292,2818,1921,1311,-450,-2592
2390,-30946,27176,-314,-119,-310,-2592
-968,18980,-1618,-3151,-3038,436,-2608
