AcX,AcY,AcZ,GyX,GyY,GyZ,Tmp
-4696,-14624,14464,952,-897,-410,-4032
3026,9156,17222,-1551,387,135,-4064
-910,-6220,5422,2610,776,-282,-4064
-2680,-2690,15352,-2890,-1081,-530,-4032
-1704,4270,12088,1793,558,-65,-4048
1358,-8092,7954,-943,-492,-183,-4016
-1882,7010,16470,-957,282,63,-4048
1536,3044,-2134,2213,597,-124,-4080
2218,-3588,2126,-2994,-529,-201,-4016
-1304,946,9816,749,343,-68,-4048
-142,-9268,6610,-1460,-886,-551,-4048
2522,7176,2742,2796,743,92,-4064
-830,4748,11286,-2248,-373,-406,-4032
-2678,1032,6508,1386,-266,-224,-4096
4492,-970,3138,-1098,397,271,-4064
-4334,-4834,15718,-2389,278,-187,-4032
1930,-3276,-2824,2221,593,-86,-4064
2594,5464,7880,-3411,260,-196,-4064
-1754,8082,5916,574,404,-409,-4064
1136,-7736,2052,-49,-268,-199,-4096
-2684,-2008,20176,-1544,-930,-271,-4048
1686,6292,5642,3115,1440,258,-4016
-3440,-4640,13744,-1561,-941,-278,-4048
-958,7338,15818,172,-6,-63,-4080
1498,-3138,2138,683,717,78,-4048
-2304,-2798,10140,-1653,-870,-450,-4048
1388,-11828,9850,2112,-426,-229,-4048
-732,9618,12582,-1627,-40,-221,-4032
-2798,2392,8532,1679,-54,-270,-4032
3480,2478,4358,-1567,114,161,-4064
-1142,7012,9952,-2074,662,-20,-4064
3632,-602,-5882,2324,305,-199,-4064
2348,1970,5614,-3728,103,-43,-4064
-2368,10460,8712,2398,921,-297,-4064
-1502,-6088,11634,-1916,-834,-372,-4064
-2610,4170,17200,-1086,-677,-261,-4048
5434,-2208,-4258,2885,1251,225,-4048
-3262,-6138,10714,-2454,-957,-229,-4032
510,5076,2338,1486,355,-41,-4032
2654,-4796,64,-572,365,31,-4032
-4204,222,16990,-783,-629,-380,-4064
1940,-10706,8214,1093,-699,-324,-4064
1570,10212,5218,738,600,14,-4064
-2202,-2996,1874,-84,-140,-406,-4032
386,4668,11286,-410,-622,-67,-4032
1866,4764,7822,989,1182,430,-4064
-5342,-11908,17990,-974,-1167,-481,-4080
3856,7560,11214,1960,864,233,-4080
140,-8926,3674,-384,544,-245,-4048
-3778,2152,17606,-1529,-329,-514,-4080
1234,-5342,-476,1807,374,-93,-4048
-1090,-6020,15890,-2352,-1345,-377,-4048
-216,8748,11704,1865,1288,346,-4048
-2692,-6882,7570,74,-440,-267,-4064
-394,6502,18116,-2047,-520,-123,-4080
252,-1260,5486,1383,901,50,-4096
-1380,-5838,7602,-2401,-978,-578,-4064
2458,-8012,6848,2953,269,-36,-4064
-740,7502,12976,-2113,-208,-279,-4000
-2684,82,3326,1484,23,-325,-4064
4286,14,2376,-1900,-204,102,-4032
1214,6514,6820,-945,1129,127,-4064
-480,-9062,2348,1631,-328,-316,-4064
2754,8880,13736,-2583,303,98,-4064
-1820,3480,5184,3139,939,-309,-4032
-3552,246,17376,-3198,-1233,-555,-4064
-1100,4104,8674,1238,339,-77,-4064
5366,-7332,-3716,358,87,-40,-4032
-1680,-6764,3812,-177,-456,-232,-4064
1910,-1628,4684,-2624,-279,-106,-4016
-3716,996,16498,348,69,-151,-4080
588,-12900,10050,-960,-899,-518,-4080
3780,6486,158,2699,943,111,-4048
-1614,-2732,7022,-1983,-560,-457,-4080
-2100,4958,14184,1060,-501,-147,-4048
4796,-1956,636,24,771,374,-4064
-4094,-1702,16288,-2961,-758,-444,-4080
5344,6022,-1864,2946,1121,83,-4064
1410,-6588,580,-3563,234,-263,-4064
-2024,7548,6430,937,534,-400,-4032
1004,-8560,2618,-297,-332,-250,-4064
-2988,-1018,21094,-1843,-1112,-314,-4032
2662,5152,3496,3342,1509,334,-4064
-3670,-3396,15350,-1803,-996,-265,-4064
-798,7662,13568,458,98,-43,-4032
2028,-4272,1050,518,720,52,-4064
-3276,-1376,12174,-1329,-813,-417,-4048
1130,-13052,9752,1835,-560,-273,-4048
-524,10392,12858,-178,331,-57,-4080
-2300,-1728,148,743,-4,-422,-4080
3116,3016,4972,-1208,-649,-64,-4048
3148,2162,6004,966,1375,458,-4080
-4222,-15166,12860,133,-1177,-463,-4048
2684,10238,18906,585,669,221,-4048
998,-7838,2728,877,627,-288,-4064
-3630,6448,16158,-2278,-682,-534,-4032
118,34,2032,2155,562,-36,-4064
2742,-8600,4794,-2238,-1221,-339,-4064
1810,6774,5826,1020,1073,287,-4032
-258,-4612,-1934,1107,79,-187,-4064
870,2980,13318,-2666,-574,-144,-4064
-1834,1166,11504,1371,811,61,-4064
-2358,-3248,10642,-2277,-1017,-600,-4064
3568,-660,2864,3155,538,55,-4032
-846,2300,10922,-2205,-325,-351,-4048
-290,4904,11376,-249,-582,-81,-4048
2610,3296,6136,471,1356,373,-4048
-3514,-14040,11114,889,-964,-453,-4064
2656,10292,18370,-567,513,199,-4064
-1522,-3236,5168,2320,713,-293,-4064
-3988,5082,17378,-2965,-1092,-573,-4064
202,1122,2894,2087,626,3,-4064
3202,-8692,2358,-1632,-866,-276,-4048
-2618,4742,18012,-122,667,168,-4048
