AcX,AcY,AcZ,GyX,GyY,GyZ,Tmp
-1278,-23390,13620,1708,662,-225,-2640
930,5300,7986,-1411,-1088,309,-2624
2394,-498,7454,71,165,-292,-2624
-2034,-2202,8440,-8,-470,55,-2624
3308,-1242,8242,-111,150,-408,-2608
1812,-982,8502,275,613,-422,-2624
-4868,4062,8798,-312,-264,251,-2592
2244,-4572,9710,-111,-236,22,-2624
2682,1002,4728,76,822,-278,-2592
-2768,1232,9676,238,169,-5,-2592
938,12756,5380,347,554,-480,-2624
-3408,-804,9634,-1370,-266,66,-2624
2112,17296,-1764,-592,21,-373,-2592
-734,-24292,14042,1889,653,-188,-2624
-5150,23900,-668,-1299,-1138,369,-2640
2680,-2476,8436,179,186,-280,-2624
-2102,-1154,8116,-152,-518,29,-2592
3190,-788,8038,-25,109,-421,-2624
2052,-5124,9536,217,638,-495,-2640
-2892,4212,9072,-168,-68,208,-2640
2348,-4492,9780,-78,-266,85,-2592
2748,210,5242,96,807,-305,-2624
-1886,166,7772,279,276,-46,-2640
3010,-3222,12176,776,610,-502,-2624
-3560,944,9160,-1257,-292,122,-2608
1486,18322,-2168,-961,-44,-370,-2608
-266,-27076,14456,2476,689,-217,-2640
516,8678,6870,-1776,-1121,425,-2608
2582,-3422,8650,256,153,-259,-2608
-1872,-1872,8194,-126,-474,1,-2640
3406,276,8080,-111,175,-412,-2608
1458,-2498,8266,299,581,-389,-2608
-2948,5156,8056,-271,-180,213,-2608
2298,-5138,10202,-58,-189,49,-2608
2934,496,5416,74,788,-301,-2640
-2808,1608,8962,234,154,1,-2608
3118,-2956,12180,544,561,-505,-2608
-3830,288,8986,-1843,-336,69,-2640
1930,18174,-1996,-46,44,-348,-2608
-310,-24778,14362,1487,778,-220,-2608
-5168,23800,-506,-1282,-1131,374,-2640
2792,-2418,8356,184,188,-272,-2608
-1906,-2372,8472,-185,-514,19,-2608
3162,246,7712,-46,91,-347,-2608
1770,-5044,9774,237,539,-456,-2608
-2448,3746,8862,-96,83,147,-2576
2022,-4902,10420,-152,-317,99,-2608
3104,1278,4670,115,779,-292,-2640
-1666,-806,8294,334,268,-50,-2608
2488,-1468,11370,642,503,-409,-2608
-3548,200,9156,-2222,-279,-51,-2576
1950,14990,-176,947,139,-341,-2608
2608,-14740,13312,358,717,-215,-2640
-5352,23754,-412,-778,-1106,315,-2640
2832,-2754,8066,288,233,-258,-2640
-1768,-2498,8762,-284,-395,-3,-2608
1520,2340,6640,-81,-160,-251,-2624
1800,-4446,9332,211,508,-501,-2592
-2376,2662,9416,-29,181,103,-2624
1880,-4462,10256,-218,-358,118,-2608
3780,1246,4800,119,795,-321,-2608
-1436,-1196,8426,337,334,-22,-2576
2400,-2094,11644,677,490,-411,-2592
-3670,3860,7726,-2244,-314,-30,-2592
1344,13714,458,897,113,-395,-2624
2816,-13018,12240,-9,661,-230,-2608
-5472,23296,-436,-499,-1027,259,-2608
3116,-5656,9578,330,278,-261,-2608
