AcX,AcY,AcZ,GyX,GyY,GyZ,Tmp
-6538,-6272,15192,3931,-2734,210,-2224
1418,-4656,5968,-856,1041,-338,-2256
-8942,-3062,13088,1884,-1521,270,-2272
7828,13580,-5220,-3137,910,-701,-2224
-9074,-14878,31350,5605,-3091,-806,-2256
2086,-602,-872,-4843,2880,-152,-2224
8248,10798,-5714,2216,-1266,-24,-2224
-108,-5374,19070,993,-600,-59,-2240
6316,270,-4606,-4513,4074,-3,-2240
-1836,836,5094,3597,-2518,206,-2256
1892,6474,4746,-1635,651,-72,-2256
442,-6764,8178,-809,1264,-249,-2208
-8698,3778,14342,2643,-2809,81,-2240
11478,6492,-11212,-5384,3282,-742,-2256
-6764,62,13886,5526,-3530,-634,-2256
-914,-10504,18892,-1745,1356,-185,-2224
5980,10412,-1112,-572,457,340,-2240
126,-4024,24468,2856,-1789,-27,-2240
-302,-6156,9066,-3522,3303,212,-2240
514,5512,3988,2005,-1426,295,-2224
2540,5978,8374,-1190,403,-316,-2224
-3432,-9358,12564,-16,760,-138,-2240
-3940,12094,9772,2058,-3059,121,-2272
9720,-3582,-4590,-3960,3376,-487,-2256
1678,8796,78,2250,-1534,-431,-2224
-4884,-10884,30874,2062,-1199,216,-2224
2936,4336,2942,-3012,1884,351,-2240
3856,1500,12840,1826,-779,-256,-2240
-7318,-9466,22358,-962,1204,232,-2224
1462,6324,3192,-77,-201,230,-2224
4124,4642,4828,-1801,1147,-447,-2256
-8176,-9052,14500,1556,-800,43,-2224
3570,13814,1250,-2114,-118,-671,-2256
-4842,-17108,27302,4105,-1698,-738,-2224
2596,4710,-4652,-4774,2720,-222,-2256
6050,8454,-3750,4353,-2914,-29,-2240
2054,-1842,11238,-988,737,63,-2240
6842,954,-5734,-3257,3281,-208,-2224
-3362,-1728,8730,3741,-2710,239,-2256
2300,7524,4348,-1609,540,-113,-2224
1042,-7792,8310,-1481,1819,-341,-2240
-8286,750,10536,2314,-2212,239,-2208
9490,10912,-6884,-3926,1622,-650,-2256
-7256,-7754,23386,5412,-2995,-640,-2256
774,-4886,6192,-4177,2480,36,-2240
7534,11918,-4754,1827,-1154,239,-2240
1894,-4320,20216,1167,-499,-175,-2208
794,-3574,5306,-3412,3243,57,-2224
-46,3260,5420,2876,-2063,283,-2256
4348,7868,4476,-2161,1125,-230,-2272
-3904,-9498,12508,296,496,-172,-2240
-6690,7014,14530,2185,-2687,105,-2224
12668,3396,-11608,-5399,3813,-777,-2224
4478,13810,-7192,2242,-1574,-405,-2240
-3818,-13010,29362,3099,-1908,87,-2240
5208,8528,-636,-4409,2762,271,-2256
7692,5262,-6294,2003,-759,-560,-2224
